,#,Name,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Win Ratio,Has 2 Types
200,201,Sudowoodo,Rock,,medium_hp,medium_attack,high_defense,low_sp_atk,medium_sp_def,low_speed,2,False,high_win_ratio,True
201,202,Politoed,Water,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,2,False,low_win_ratio,True
202,203,Hoppip,Grass,Flying,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,2,False,low_win_ratio,True
203,204,Skiploom,Grass,Flying,medium_hp,low_attack,low_defense,low_sp_atk,medium_sp_def,medium_speed,2,False,high_win_ratio,False
204,205,Jumpluff,Grass,Flying,medium_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,2,False,medium_win_ratio,False
205,206,Aipom,Normal,,medium_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,medium_speed,2,False,high_win_ratio,True
206,207,Sunkern,Grass,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,2,False,low_win_ratio,True
207,208,Sunflora,Grass,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,2,False,medium_win_ratio,False
208,209,Yanma,Bug,Flying,medium_hp,medium_attack,low_defense,medium_sp_atk,low_sp_def,medium_speed,2,False,low_win_ratio,False
209,210,Wooper,Water,Ground,medium_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,2,False,low_win_ratio,False
210,211,Quagsire,Water,Ground,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,2,False,medium_win_ratio,True
211,212,Espeon,Psychic,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,2,False,low_win_ratio,False
212,213,Umbreon,Dark,,medium_hp,medium_attack,medium_defense,low_sp_atk,high_sp_def,medium_speed,2,False,low_win_ratio,True
213,214,Murkrow,Dark,Flying,medium_hp,medium_attack,low_defense,medium_sp_atk,low_sp_def,medium_speed,2,False,low_win_ratio,False
214,215,Slowking,Water,Psychic,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,2,False,high_win_ratio,True
215,216,Misdreavus,Ghost,,medium_hp,low_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,2,False,low_win_ratio,True
216,217,Unown,Psychic,,low_hp,medium_attack,low_defense,medium_sp_atk,low_sp_def,low_speed,2,False,medium_win_ratio,True
217,218,Wobbuffet,Psychic,,high_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,2,False,low_win_ratio,False
218,219,Girafarig,Normal,Psychic,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,2,False,low_win_ratio,False
219,220,Pineco,Bug,,low_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,2,False,high_win_ratio,True
220,221,Forretress,Bug,Steel,medium_hp,medium_attack,high_defense,low_sp_atk,medium_sp_def,low_speed,2,False,medium_win_ratio,True
221,222,Dunsparce,Normal,,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,2,False,medium_win_ratio,True
222,223,Gligar,Ground,Flying,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,2,False,,True
223,224,Steelix,Steel,Ground,medium_hp,medium_attack,high_defense,low_sp_atk,medium_sp_def,low_speed,2,False,high_win_ratio,True
224,225,Mega Steelix,Steel,Ground,medium_hp,high_attack,high_defense,low_sp_atk,medium_sp_def,low_speed,2,False,medium_win_ratio,True
225,226,Snubbull,Fairy,,medium_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,low_speed,2,False,high_win_ratio,True
226,227,Granbull,Fairy,,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,2,False,low_win_ratio,False
227,228,Qwilfish,Water,Poison,medium_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,medium_speed,2,False,low_win_ratio,False
228,229,Scizor,Bug,Steel,medium_hp,high_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,2,False,low_win_ratio,True
229,230,Mega Scizor,Bug,Steel,medium_hp,high_attack,high_defense,low_sp_atk,medium_sp_def,medium_speed,2,False,low_win_ratio,True
230,231,Shuckle,Bug,Rock,low_hp,low_attack,high_defense,low_sp_atk,high_sp_def,low_speed,2,False,low_win_ratio,True
231,232,Heracross,Bug,Fighting,medium_hp,high_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,2,False,low_win_ratio,True
232,233,Mega Heracross,Bug,Fighting,medium_hp,high_attack,high_defense,low_sp_atk,medium_sp_def,medium_speed,2,False,medium_win_ratio,False
233,234,Sneasel,Dark,Ice,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,high_speed,2,False,low_win_ratio,False
234,235,Teddiursa,Normal,,medium_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,low_speed,2,False,medium_win_ratio,True
235,236,Ursaring,Normal,,medium_hp,high_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,2,False,medium_win_ratio,True
236,237,Slugma,Fire,,low_hp,low_attack,low_defense,medium_sp_atk,low_sp_def,low_speed,2,False,medium_win_ratio,True
237,238,Magcargo,Fire,Rock,low_hp,low_attack,high_defense,medium_sp_atk,medium_sp_def,low_speed,2,False,medium_win_ratio,True
238,239,Swinub,Ice,Ground,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,2,False,high_win_ratio,True
239,240,Piloswine,Ice,Ground,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,2,False,high_win_ratio,True
240,241,Corsola,Water,Rock,medium_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,2,False,medium_win_ratio,True
241,242,Remoraid,Water,,low_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,2,False,low_win_ratio,False
242,243,Octillery,Water,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,2,False,medium_win_ratio,False
243,244,Delibird,Ice,Flying,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,2,False,medium_win_ratio,False
244,245,Mantine,Water,Flying,medium_hp,low_attack,medium_defense,medium_sp_atk,high_sp_def,medium_speed,2,False,medium_win_ratio,False
245,246,Skarmory,Steel,Flying,medium_hp,medium_attack,high_defense,low_sp_atk,medium_sp_def,medium_speed,2,False,medium_win_ratio,False
246,247,Houndour,Dark,Fire,low_hp,low_attack,low_defense,medium_sp_atk,low_sp_def,medium_speed,2,False,low_win_ratio,False
247,248,Houndoom,Dark,Fire,medium_hp,medium_attack,low_defense,medium_sp_atk,medium_sp_def,medium_speed,2,False,medium_win_ratio,False
248,249,Mega Houndoom,Dark,Fire,medium_hp,medium_attack,medium_defense,high_sp_atk,medium_sp_def,high_speed,2,False,medium_win_ratio,True
249,250,Kingdra,Water,Dragon,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,2,False,high_win_ratio,False
250,251,Phanpy,Ground,,medium_hp,low_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,2,False,medium_win_ratio,False
251,252,Donphan,Ground,,medium_hp,medium_attack,high_defense,low_sp_atk,medium_sp_def,low_speed,2,False,high_win_ratio,False
252,253,Porygon2,Normal,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,2,False,low_win_ratio,False
253,254,Stantler,Normal,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,2,False,high_win_ratio,False
254,255,Smeargle,Normal,,medium_hp,low_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,2,False,high_win_ratio,False
255,256,Tyrogue,Fighting,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,2,False,medium_win_ratio,False
256,257,Hitmontop,Fighting,,low_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,2,False,low_win_ratio,True
257,258,Smoochum,Ice,Psychic,low_hp,low_attack,low_defense,medium_sp_atk,medium_sp_def,medium_speed,2,False,low_win_ratio,True
258,259,Elekid,Electric,,low_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,2,False,medium_win_ratio,True
259,260,Magby,Fire,,low_hp,medium_attack,low_defense,medium_sp_atk,low_sp_def,medium_speed,2,False,medium_win_ratio,True
260,261,Miltank,Normal,,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,2,False,high_win_ratio,True
261,262,Blissey,Normal,,high_hp,low_attack,low_defense,medium_sp_atk,high_sp_def,low_speed,2,False,high_win_ratio,True
262,263,Raikou,Electric,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,high_speed,2,True,high_win_ratio,True
263,264,Entei,Fire,,high_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,2,True,medium_win_ratio,False
264,265,Suicune,Water,,medium_hp,medium_attack,high_defense,medium_sp_atk,high_sp_def,medium_speed,2,True,high_win_ratio,False
265,266,Larvitar,Rock,Ground,low_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,low_speed,2,False,high_win_ratio,False
266,267,Pupitar,Rock,Ground,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,2,False,high_win_ratio,True
267,268,Tyranitar,Rock,Dark,medium_hp,high_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,2,False,low_win_ratio,False
268,269,Mega Tyranitar,Rock,Dark,medium_hp,high_attack,high_defense,medium_sp_atk,high_sp_def,medium_speed,2,False,medium_win_ratio,True
269,270,Lugia,Psychic,Flying,high_hp,medium_attack,high_defense,medium_sp_atk,high_sp_def,medium_speed,2,True,medium_win_ratio,True
270,271,Ho-oh,Fire,Flying,high_hp,high_attack,medium_defense,medium_sp_atk,high_sp_def,medium_speed,2,True,high_win_ratio,True
271,272,Celebi,Psychic,Grass,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,2,False,low_win_ratio,False
272,273,Treecko,Grass,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,3,False,low_win_ratio,True
273,274,Grovyle,Grass,,low_hp,medium_attack,low_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,medium_win_ratio,True
274,275,Sceptile,Grass,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,high_speed,3,False,medium_win_ratio,True
275,276,Mega Sceptile,Grass,Dragon,medium_hp,medium_attack,medium_defense,high_sp_atk,medium_sp_def,high_speed,3,False,low_win_ratio,False
276,277,Torchic,Fire,,low_hp,low_attack,low_defense,medium_sp_atk,low_sp_def,low_speed,3,False,medium_win_ratio,False
277,278,Combusken,Fire,Fighting,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,3,False,low_win_ratio,False
278,279,Blaziken,Fire,Fighting,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,high_win_ratio,False
279,280,Mega Blaziken,Fire,Fighting,medium_hp,high_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,low_win_ratio,False
280,281,Mudkip,Water,,low_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,low_speed,3,False,low_win_ratio,False
281,282,Marshtomp,Water,Ground,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,3,False,medium_win_ratio,True
282,283,Swampert,Water,Ground,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,3,False,low_win_ratio,False
283,284,Mega Swampert,Water,Ground,medium_hp,high_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,medium_win_ratio,True
284,285,Poochyena,Dark,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,3,False,low_win_ratio,True
285,286,Mightyena,Dark,,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,3,False,low_win_ratio,True
286,287,Zigzagoon,Normal,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,3,False,medium_win_ratio,True
287,288,Linoone,Normal,,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,3,False,low_win_ratio,False
288,289,Wurmple,Bug,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,3,False,medium_win_ratio,True
289,290,Silcoon,Bug,,low_hp,low_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,3,False,medium_win_ratio,True
290,291,Beautifly,Bug,Flying,medium_hp,medium_attack,low_defense,medium_sp_atk,low_sp_def,medium_speed,3,False,high_win_ratio,True
291,292,Cascoon,Bug,,low_hp,low_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,3,False,high_win_ratio,True
292,293,Dustox,Bug,Poison,medium_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,3,False,medium_win_ratio,True
293,294,Lotad,Water,Grass,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,3,False,medium_win_ratio,True
294,295,Lombre,Water,Grass,medium_hp,low_attack,low_defense,low_sp_atk,medium_sp_def,low_speed,3,False,low_win_ratio,True
295,296,Ludicolo,Water,Grass,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,low_win_ratio,True
296,297,Seedot,Grass,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,3,False,medium_win_ratio,True
297,298,Nuzleaf,Grass,Dark,medium_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,low_speed,3,False,high_win_ratio,True
298,299,Shiftry,Grass,Dark,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,medium_win_ratio,True
299,300,Taillow,Normal,Flying,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,3,False,medium_win_ratio,True
300,301,Swellow,Normal,Flying,medium_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,high_speed,3,False,low_win_ratio,False
301,302,Wingull,Water,Flying,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,3,False,medium_win_ratio,True
302,303,Pelipper,Water,Flying,medium_hp,low_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,low_win_ratio,False
303,304,Ralts,Psychic,Fairy,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,3,False,medium_win_ratio,False
304,305,Kirlia,Psychic,Fairy,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,3,False,high_win_ratio,False
305,306,Gardevoir,Psychic,Fairy,medium_hp,medium_attack,medium_defense,medium_sp_atk,high_sp_def,medium_speed,3,False,low_win_ratio,True
306,307,Mega Gardevoir,Psychic,Fairy,medium_hp,medium_attack,medium_defense,high_sp_atk,high_sp_def,medium_speed,3,False,high_win_ratio,True
307,308,Surskit,Bug,Water,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,3,False,low_win_ratio,True
308,309,Masquerain,Bug,Flying,medium_hp,low_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,3,False,low_win_ratio,False
309,310,Shroomish,Grass,,medium_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,3,False,low_win_ratio,False
310,311,Breloom,Grass,Fighting,medium_hp,high_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,3,False,medium_win_ratio,False
311,312,Slakoth,Normal,,medium_hp,low_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,3,False,low_win_ratio,False
312,313,Vigoroth,Normal,,medium_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,medium_speed,3,False,low_win_ratio,True
313,314,Slaking,Normal,,high_hp,high_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,low_win_ratio,False
314,315,Nincada,Bug,Ground,low_hp,low_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,3,False,low_win_ratio,False
315,316,Ninjask,Bug,Flying,medium_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,high_speed,3,False,medium_win_ratio,False
316,317,Shedinja,Bug,Ghost,low_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,low_speed,3,False,medium_win_ratio,True
317,318,Whismur,Normal,,medium_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,3,False,medium_win_ratio,True
318,319,Loudred,Normal,,medium_hp,medium_attack,low_defense,medium_sp_atk,low_sp_def,low_speed,3,False,medium_win_ratio,True
319,320,Exploud,Normal,,high_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,medium_win_ratio,True
320,321,Makuhita,Fighting,,medium_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,3,False,low_win_ratio,True
321,322,Hariyama,Fighting,,high_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,3,False,low_win_ratio,True
322,323,Azurill,Normal,Fairy,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,3,False,medium_win_ratio,True
323,324,Nosepass,Rock,,low_hp,low_attack,high_defense,low_sp_atk,medium_sp_def,low_speed,3,False,low_win_ratio,False
324,325,Skitty,Normal,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,3,False,low_win_ratio,True
325,326,Delcatty,Normal,,medium_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,medium_speed,3,False,high_win_ratio,True
326,327,Sableye,Dark,Ghost,low_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,3,False,high_win_ratio,True
327,328,Mega Sableye,Dark,Ghost,low_hp,medium_attack,high_defense,medium_sp_atk,high_sp_def,low_speed,3,False,medium_win_ratio,False
328,329,Mawile,Steel,Fairy,low_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,3,False,high_win_ratio,False
329,330,Mega Mawile,Steel,Fairy,low_hp,medium_attack,high_defense,low_sp_atk,medium_sp_def,low_speed,3,False,high_win_ratio,False
330,331,Aron,Steel,Rock,low_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,3,False,high_win_ratio,False
331,332,Lairon,Steel,Rock,medium_hp,medium_attack,high_defense,low_sp_atk,low_sp_def,low_speed,3,False,medium_win_ratio,False
332,333,Aggron,Steel,Rock,medium_hp,medium_attack,high_defense,low_sp_atk,medium_sp_def,low_speed,3,False,high_win_ratio,False
333,334,Mega Aggron,Steel,,medium_hp,high_attack,high_defense,low_sp_atk,medium_sp_def,low_speed,3,False,medium_win_ratio,False
334,335,Meditite,Fighting,Psychic,low_hp,low_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,3,False,medium_win_ratio,True
335,336,Medicham,Fighting,Psychic,medium_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,3,False,low_win_ratio,False
336,337,Mega Medicham,Fighting,Psychic,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,medium_win_ratio,False
337,338,Electrike,Electric,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,3,False,medium_win_ratio,True
338,339,Manectric,Electric,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,high_win_ratio,True
339,340,Mega Manectric,Electric,,medium_hp,medium_attack,medium_defense,high_sp_atk,medium_sp_def,high_speed,3,False,high_win_ratio,True
340,341,Plusle,Electric,,medium_hp,low_attack,low_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,medium_win_ratio,False
341,342,Minun,Electric,,medium_hp,low_attack,low_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,medium_win_ratio,False
342,343,Volbeat,Bug,,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,3,False,low_win_ratio,True
343,344,Illumise,Bug,,medium_hp,low_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,low_win_ratio,True
344,345,Roselia,Grass,Poison,low_hp,low_attack,low_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,low_win_ratio,True
345,346,Gulpin,Poison,,medium_hp,low_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,3,False,low_win_ratio,False
346,347,Swalot,Poison,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,3,False,low_win_ratio,False
347,348,Carvanha,Water,Dark,low_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,3,False,medium_win_ratio,False
348,349,Sharpedo,Water,Dark,medium_hp,medium_attack,low_defense,medium_sp_atk,low_sp_def,medium_speed,3,False,medium_win_ratio,False
349,350,Mega Sharpedo,Water,Dark,medium_hp,high_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,low_win_ratio,False
350,351,Wailmer,Water,,high_hp,medium_attack,low_defense,medium_sp_atk,low_sp_def,low_speed,3,False,medium_win_ratio,True
351,352,Wailord,Water,,high_hp,medium_attack,low_defense,medium_sp_atk,low_sp_def,low_speed,3,False,high_win_ratio,True
352,353,Numel,Fire,Ground,medium_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,3,False,low_win_ratio,False
353,354,Camerupt,Fire,Ground,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,3,False,medium_win_ratio,True
354,355,Mega Camerupt,Fire,Ground,medium_hp,medium_attack,medium_defense,high_sp_atk,medium_sp_def,low_speed,3,False,low_win_ratio,True
355,356,Torkoal,Fire,,medium_hp,medium_attack,high_defense,medium_sp_atk,medium_sp_def,low_speed,3,False,medium_win_ratio,True
356,357,Spoink,Psychic,,medium_hp,low_attack,low_defense,medium_sp_atk,medium_sp_def,low_speed,3,False,medium_win_ratio,True
357,358,Grumpig,Psychic,,medium_hp,low_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,medium_win_ratio,False
358,359,Spinda,Normal,,medium_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,3,False,medium_win_ratio,False
359,360,Trapinch,Ground,,low_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,low_speed,3,False,medium_win_ratio,True
360,361,Vibrava,Ground,Dragon,low_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,3,False,medium_win_ratio,True
361,362,Flygon,Ground,Dragon,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,medium_win_ratio,True
362,363,Cacnea,Grass,,low_hp,medium_attack,low_defense,medium_sp_atk,low_sp_def,low_speed,3,False,low_win_ratio,True
363,364,Cacturne,Grass,Dark,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,3,False,low_win_ratio,False
364,365,Swablu,Normal,Flying,low_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,3,False,low_win_ratio,True
365,366,Altaria,Dragon,Flying,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,medium_win_ratio,True
366,367,Mega Altaria,Dragon,Fairy,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,medium_win_ratio,True
367,368,Zangoose,Normal,,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,3,False,low_win_ratio,True
368,369,Seviper,Poison,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,low_win_ratio,True
369,370,Lunatone,Rock,Psychic,medium_hp,low_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,medium_win_ratio,True
370,371,Solrock,Rock,Psychic,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,3,False,low_win_ratio,True
371,372,Barboach,Water,Ground,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,3,False,low_win_ratio,False
372,373,Whiscash,Water,Ground,high_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,3,False,medium_win_ratio,False
373,374,Corphish,Water,,low_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,3,False,medium_win_ratio,False
374,375,Crawdaunt,Water,Dark,medium_hp,medium_attack,medium_defense,medium_sp_atk,low_sp_def,low_speed,3,False,low_win_ratio,False
375,376,Baltoy,Ground,Psychic,low_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,3,False,low_win_ratio,False
376,377,Claydol,Ground,Psychic,medium_hp,medium_attack,medium_defense,medium_sp_atk,high_sp_def,medium_speed,3,False,medium_win_ratio,False
377,378,Lileep,Rock,Grass,medium_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,3,False,medium_win_ratio,False
378,379,Cradily,Rock,Grass,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,3,False,low_win_ratio,False
379,380,Anorith,Rock,Bug,low_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,3,False,low_win_ratio,False
380,381,Armaldo,Rock,Bug,medium_hp,high_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,3,False,medium_win_ratio,True
381,382,Feebas,Water,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,3,False,medium_win_ratio,False
382,383,Milotic,Water,,medium_hp,low_attack,medium_defense,medium_sp_atk,high_sp_def,medium_speed,3,False,high_win_ratio,False
383,384,Castform,Normal,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,high_win_ratio,False
384,385,Kecleon,Normal,,medium_hp,medium_attack,medium_defense,low_sp_atk,high_sp_def,low_speed,3,False,low_win_ratio,False
385,386,Shuppet,Ghost,,low_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,low_speed,3,False,low_win_ratio,False
386,387,Banette,Ghost,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,medium_win_ratio,False
387,388,Mega Banette,Ghost,,medium_hp,high_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,high_win_ratio,False
388,389,Duskull,Ghost,,low_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,3,False,low_win_ratio,True
389,390,Dusclops,Ghost,,low_hp,medium_attack,high_defense,low_sp_atk,high_sp_def,low_speed,3,False,low_win_ratio,True
390,391,Tropius,Grass,Flying,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,3,False,medium_win_ratio,True
391,392,Chimecho,Psychic,,medium_hp,low_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,low_win_ratio,False
392,393,Absol,Dark,,medium_hp,high_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,medium_win_ratio,False
393,394,Mega Absol,Dark,,medium_hp,high_attack,medium_defense,medium_sp_atk,medium_sp_def,high_speed,3,False,low_win_ratio,False
394,395,Wynaut,Psychic,,medium_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,3,False,medium_win_ratio,True
395,396,Snorunt,Ice,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,3,False,medium_win_ratio,False
396,397,Glalie,Ice,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,low_win_ratio,False
397,398,Mega Glalie,Ice,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,medium_win_ratio,False
398,399,Spheal,Ice,Water,medium_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,3,False,high_win_ratio,True
399,400,Sealeo,Ice,Water,medium_hp,low_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,3,False,high_win_ratio,True
400,401,Walrein,Ice,Water,high_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,low_win_ratio,True
